"","d_name","rep_name","mod","aic","aicc","topt"
"241","lmer","R1","briere2_1999",-26.9341385136674,3.06586148633259,20.62
"242","lmer","R2","briere2_1999",-26.8974408568602,3.10255914313976,20.62
"243","lmer","R3","briere2_1999",-27.4954892833769,2.50451071662314,20.62
"244","lm","R1","briere2_1999",-27.2652072288836,2.73479277111639,20.67
"245","lm","R2","briere2_1999",-26.3439460518965,3.65605394810352,20.55
"246","lm","R3","briere2_1999",-27.1035547152683,2.89644528473167,20.65
"247","lmer1","R1","briere2_1999",-16.9484322726468,13.0515677273532,21.27
"248","lmer1","R2","briere2_1999",-16.8941745407436,13.1058254592564,21.27
"249","lmer1","R3","briere2_1999",-17.2156538292807,12.7843461707193,21.27
"250","lm1","R1","briere2_1999",-17.8487151556837,12.1512848443163,21.31
"251","lm1","R2","briere2_1999",-16.6193340782576,13.3806659217424,21.23
"252","lm1","R3","briere2_1999",-16.5262891616342,13.4737108383658,21.27
"253","lmer2","R1","briere2_1999",-17.0091508887159,12.9908491112841,21.28
"254","lmer2","R2","briere2_1999",-16.9224539412102,13.0775460587898,21.28
"255","lmer2","R3","briere2_1999",-17.1842079174678,12.8157920825322,21.27
"256","lm2","R1","briere2_1999",-17.849157751803,12.150842248197,21.32
"257","lm2","R2","briere2_1999",-16.6474532540988,13.3525467459012,21.24
"258","lm2","R3","briere2_1999",-16.5510028787034,13.4489971212966,21.27
"259","lmer3a","R1","briere2_1999",-11.7732361573521,18.2267638426479,20.93
"260","lmer3a","R2","briere2_1999",-11.5125573000038,18.4874426999962,21.02
"261","lmer3a","R3","briere2_1999",-11.7311407452745,18.2688592547255,20.9
"262","lm3a","R1","briere2_1999",-12.7377507749674,17.2622492250326,21.06
"263","lm3a","R2","briere2_1999",-11.0959578798537,18.9040421201463,20.79
"264","lm3a","R3","briere2_1999",-11.3284333772504,18.6715666227496,21.11
"265","lmer3b","R1","briere2_1999",-11.7900702454697,18.2099297545303,20.99
"266","lmer3b","R2","briere2_1999",-11.3357399220496,18.6642600779504,20.95
"267","lmer3b","R3","briere2_1999",-11.7337442939337,18.2662557060663,21
"268","lm3b","R1","briere2_1999",-12.7639755750102,17.2360244249898,20.97
"269","lm3b","R2","briere2_1999",-10.7385494032725,19.2614505967275,20.72
"270","lm3b","R3","briere2_1999",-11.0543159813581,18.9456840186419,21.06
"271","gr4","R1","briere2_1999",-15.4290202928909,14.5709797071091,21.13
"272","gr4","R2","briere2_1999",-13.8869246465962,16.1130753534038,21.03
"273","gr4","R3","briere2_1999",-13.6526306932033,16.3473693067967,21.05
"274","gr5a","R1","briere2_1999",0.937485376673651,30.9374853766736,30
"275","gr5a","R2","briere2_1999",-6.87742987871018,23.1225701212898,30
"276","gr5a","R3","briere2_1999",-15.9368761665482,14.0631238334518,30
"277","gr6","R1","briere2_1999",-8.24316505111871,21.7568349488813,20.92
"278","gr6","R2","briere2_1999",-6.77914132111994,23.2208586788801,20.77
"279","gr6","R3","briere2_1999",-9.34418639977457,20.6558136002254,21.47
"280","gr7a","R1","briere2_1999",-17.6826220654964,12.3173779345036,21.39
"281","gr7a","R2","briere2_1999",-17.3580310959507,12.6419689040493,21.34
"282","gr7a","R3","briere2_1999",-17.3378893807024,12.6621106192976,21.94
"283","gr7b","R1","briere2_1999",-9.00345946526895,20.996540534731,18.63
"284","gr7b","R2","briere2_1999",-3.30322640232437,26.6967735976756,20.61
