"","d_name","rep_name","mod","aic","aicc","topt"
"146","gr7a","R2","modifiedgaussian_2006",-13.2577226259379,16.7422773740621,23.57
"147","gr7a","R3","modifiedgaussian_2006",-4.14367023183159,25.8563297681684,22.54
"148","gr7b","R1","modifiedgaussian_2006",22.7795084341682,52.7795084341682,29
"149","gr7b","R2","modifiedgaussian_2006",22.1230291522,52.1230291522,29
"150","gr7b","R3","modifiedgaussian_2006",21.1839130241998,51.1839130241998,29
"151","gr7b05","R1","modifiedgaussian_2006",-14.0443053285852,15.9556946714148,23.45
"152","gr7b05","R2","modifiedgaussian_2006",-14.5044763865889,15.4955236134111,23.55
"153","gr7b05","R3","modifiedgaussian_2006",-15.4823138601739,14.5176861398261,22.54
"154","lmer","R1","oneill_1972",-4.26869910440252,25.7313008955975,23.02
"155","lmer","R2","oneill_1972",-6.06245836301833,23.9375416369817,23.02
"156","lmer","R3","oneill_1972",-6.03309086617805,23.9669091338219,23.02
"157","lm","R1","oneill_1972",-4.74516104857512,25.2548389514249,25.5
"158","lm","R2","oneill_1972",-5.74318233810006,24.2568176618999,23.03
"159","lm","R3","oneill_1972",-6.39911189740749,23.6008881025925,22.95
"160","lmer1","R1","oneill_1972",-6.22304343188686,23.7769565681131,25.69
"161","lmer1","R2","oneill_1972",-6.55729800939573,23.4427019906043,25.55
"162","lmer1","R3","oneill_1972",-6.81438419285393,23.1856158071461,25.58
"163","lm1","R1","oneill_1972",-6.66619232312588,23.3338076768741,25.64
"164","lm1","R2","oneill_1972",-6.34452980502655,23.6554701949735,25.59
"165","lm1","R3","oneill_1972",-6.4688640812631,23.5311359187369,25.44
"166","lmer2","R1","oneill_1972",-6.2037138850305,23.7962861149695,25.95
"167","lmer2","R2","oneill_1972",-6.02924864445142,23.9707513555486,25.85
"168","lmer2","R3","oneill_1972",-6.77242109871434,23.2275789012857,25.95
"169","lm2","R1","oneill_1972",-6.34099243541217,23.6590075645878,25.98
"170","lm2","R2","oneill_1972",-5.76308051500271,24.2369194849973,25.86
"171","lm2","R3","oneill_1972",-6.90230080834833,23.0976991916517,25.91
"172","lmer3a","R1","oneill_1972",-3.8352331934179,26.1647668065821,25.69
"173","lmer3a","R2","oneill_1972",-4.47887240666183,25.5211275933382,25.71
"174","lmer3a","R3","oneill_1972",-4.19713956431653,25.8028604356835,25.68
"175","lm3a","R1","oneill_1972",-4.19174656060884,25.8082534393912,26
"176","lm3a","R2","oneill_1972",-4.00742933298544,25.9925706670146,25.67
"177","lm3a","R3","oneill_1972",-4.49614726128481,25.5038527387152,25.7
"178","lmer3b","R1","oneill_1972",1.34550864756555,31.3455086475655,25.38
"179","lmer3b","R2","oneill_1972",-3.15857373696542,26.8414262630346,25.57
"180","lmer3b","R3","oneill_1972",1.20197289718028,31.2019728971803,22.57
"181","lm3b","R1","oneill_1972",1.87888629985279,31.8788862998528,25.49
"182","lm3b","R2","oneill_1972",-3.97364153461141,26.0263584653886,25.63
"183","lm3b","R3","oneill_1972",1.59457780995125,31.5945778099512,22.41
"184","gr4","R1","oneill_1972",-4.48483515965678,25.5151648403432,26
"185","gr4","R2","oneill_1972",-7.16191487112737,22.8380851288726,25.87
"186","gr4","R3","oneill_1972",-6.45217349963278,23.5478265003672,25.96
"187","gr5a","R1","oneill_1972",13.7873489673816,43.7873489673815,28.28
"188","gr5a","R2","oneill_1972",13.7198548327165,43.7198548327165,28.38
"189","gr5a","R3","oneill_1972",33.2314958877057,63.2314958877057,27.58
"190","gr5b","R1","oneill_1972",-7.50883324420355,22.4911667557964,26.1
"191","gr5b","R2","oneill_1972",1.3057667660086,31.3057667660086,25.47
"192","gr5b","R3","oneill_1972",-4.4669925969078,25.5330074030922,25.69
"193","gr6","R1","oneill_1972",6.08841270430431,36.0884127043043,30
"194","gr6","R2","oneill_1972",-11.3075866666915,18.6924133333085,23.9
"195","gr6","R3","oneill_1972",19.3990747349194,49.3990747349194,25.85
"196","gr7a","R1","oneill_1972",-14.4441883435025,15.5558116564975,24.79
"197","gr7a","R2","oneill_1972",-7.86314889127082,22.1368511087292,25.9
"198","gr7a","R3","oneill_1972",4.35634807240583,34.3563480724058,22.35
"199","gr7b","R1","oneill_1972",23.9477765988345,53.9477765988345,29.25
"200","gr7b","R2","oneill_1972",19.4925385585296,49.4925385585296,29.63
"201","gr7b","R3","oneill_1972",20.6267237012241,50.6267237012241,29.62
"202","gr7b05","R1","oneill_1972",-11.1343480293351,18.8656519706649,24.96
"203","gr7b05","R2","oneill_1972",-9.24560279369256,20.7543972063074,25.65
"204","gr7b05","R3","oneill_1972",-2.5270293631524,27.4729706368476,25.3
"205","lmer","R1","thomas_2012",-9.60908504113892,20.3909149588611,23.41
"206","lmer","R2","thomas_2012",-12.1471305261445,17.8528694738555,23.34
"207","lmer","R3","thomas_2012",-12.3085833645515,17.6914166354485,23.32
"208","lm","R1","thomas_2012",-9.70285835610055,20.2971416438995,23.6
"209","lm","R2","thomas_2012",-11.715075937306,18.284924062694,23.37
"210","lm","R3","thomas_2012",-12.4509042765825,17.5490957234175,23.1
"211","lmer1","R1","thomas_2012",-9.91368162820855,20.0863183717914,24.22
"212","lmer1","R2","thomas_2012",-13.4257834519294,16.5742165480706,24.05
"213","lmer1","R3","thomas_2012",-13.5756907392179,16.4243092607821,24.07
"214","lm1","R1","thomas_2012",-9.97360739840308,20.0263926015969,24.38
"215","lm1","R2","thomas_2012",-12.8201893234895,17.1798106765105,24.06
"216","lm1","R3","thomas_2012",-14.0685753952161,15.9314246047839,23.91
"217","lmer2","R1","thomas_2012",-8.83328988205027,21.1667101179497,24.43
"218","lmer2","R2","thomas_2012",-10.8656923480615,19.1343076519385,24.19
"219","lmer2","R3","thomas_2012",-11.024353046273,18.975646953727,24.39
"220","lm2","R1","thomas_2012",-8.78579299814204,21.214207001858,24.46
"221","lm2","R2","thomas_2012",-10.3416061596357,19.6583938403643,24.17
"222","lm2","R3","thomas_2012",-11.6151412775868,18.3848587224132,24.38
"223","lmer3a","R1","thomas_2012",-6.3496009677466,23.6503990322534,24.49
"224","lmer3a","R2","thomas_2012",-10.0057706551681,19.9942293448319,24.38
"225","lmer3a","R3","thomas_2012",-9.96378707096753,20.0362129290325,24.27
"226","lm3a","R1","thomas_2012",-7.26591695591442,22.7340830440856,24.37
"227","lm3a","R2","thomas_2012",-8.73937929290707,21.2606207070929,24.41
"228","lm3a","R3","thomas_2012",-10.3633309521755,19.6366690478245,24.35
"229","lmer3b","R1","thomas_2012",-1.11677685473555,28.8832231452644,24.79
"230","lmer3b","R2","thomas_2012",-8.2294612110536,21.7705387889464,24.26
"231","lmer3b","R3","thomas_2012",-2.53750208779867,27.4624979122013,22.49
"232","lm3b","R1","thomas_2012",-1.31033444063911,28.6896655593609,25.19
"233","lm3b","R2","thomas_2012",-8.73937929290707,21.2606207070929,24.41
"234","lm3b","R3","thomas_2012",-1.72317586280262,28.2768241371974,21.89
"235","gr4","R1","thomas_2012",-7.78617497303202,22.213825026968,24.23
"236","gr4","R2","thomas_2012",-10.5115110080131,19.4884889919869,24.17
"237","gr4","R3","thomas_2012",-10.524654516625,19.475345483375,24.25
"238","gr5a","R1","thomas_2012",19.9605680139549,49.9605680139549,26.99
"239","gr5a","R2","thomas_2012",19.6894037462385,49.6894037462385,26.73
"240","gr5a","R3","thomas_2012",34.7001793693551,64.7001793693551,25.98
"241","gr5b","R1","thomas_2012",-5.75418794057466,24.2458120594253,24.85
"242","gr5b","R2","thomas_2012",-0.515512492401413,29.4844875075986,24.99
"243","gr5b","R3","thomas_2012",-12.0371419811851,17.9628580188149,24.76
"244","gr6","R1","thomas_2012",6.09967776188857,36.0996777618886,30
"245","gr6","R2","thomas_2012",-13.9848227720453,16.0151772279547,24.23
"246","gr6","R3","thomas_2012",19.7508480678687,49.7508480678687,25.3
"247","gr7a","R1","thomas_2012",-20.2057104510664,9.7942895489336,24.04
"248","gr7a","R2","thomas_2012",-11.0254010270148,18.9745989729852,24.34
"249","gr7a","R3","thomas_2012",1.7808116648543,31.7808116648543,21.44
"250","gr7b","R1","thomas_2012",24.2605478986282,54.2605478986282,29.07
"251","gr7b","R2","thomas_2012",21.9256611040931,51.9256611040931,29.05
"252","gr7b","R3","thomas_2012",21.413677057704,51.413677057704,29.21
"253","gr7b05","R1","thomas_2012",-14.8282686089813,15.1717313910187,24.48
"254","gr7b05","R2","thomas_2012",-13.873305201221,16.126694798779,24.46
"255","gr7b05","R3","thomas_2012",-5.76120606033482,24.2387939396652,23.39
"256","lmer","R1","briere2_1999",-9.57119870400584,20.4288012959942,24.33
"257","lmer","R2","briere2_1999",-11.356986560824,18.643013439176,23.92
"258","lmer","R3","briere2_1999",-11.437843153035,18.562156846965,23.94
"259","lm","R1","briere2_1999",-10.2949440326298,19.7050559673702,24.34
"260","lm","R2","briere2_1999",-11.0443939004826,18.9556060995174,24.02
"261","lm","R3","briere2_1999",-11.1585308942103,18.8414691057897,23.4
"262","lmer1","R1","briere2_1999",-12.0488610533214,17.9511389466786,24.53
"263","lmer1","R2","briere2_1999",-15.5592556242364,14.4407443757636,24.6
"264","lmer1","R3","briere2_1999",-15.9504652614139,14.0495347385861,24.62
"265","lm1","R1","briere2_1999",-12.4251631227269,17.5748368772731,24.52
"266","lm1","R2","briere2_1999",-14.9971120613459,15.0028879386541,24.63
"267","lm1","R3","briere2_1999",-15.4272461123158,14.5727538876842,24.5
"268","lmer2","R1","briere2_1999",-11.8552135068388,18.1447864931612,25.04
"269","lmer2","R2","briere2_1999",-13.6508517666477,16.3491482333523,24.9
"270","lmer2","R3","briere2_1999",-14.95298708326,15.04701291674,25.04
"271","lm2","R1","briere2_1999",-11.9617753399478,18.0382246600522,25.11
"272","lm2","R2","briere2_1999",-13.0761038482791,16.9238961517209,24.82
"273","lm2","R3","briere2_1999",-15.4143555040132,14.5856444959868,25
"274","lmer3a","R1","briere2_1999",-8.81038392041593,21.1896160795841,24.56
"275","lmer3a","R2","briere2_1999",-13.1423911140104,16.8576088859896,24.48
"276","lmer3a","R3","briere2_1999",-12.7476393987457,17.2523606012543,24.43
"277","lm3a","R1","briere2_1999",-9.88683482394945,20.1131651760506,24.87
"278","lm3a","R2","briere2_1999",-11.1803285340441,18.8196714659559,24.33
"279","lm3a","R3","briere2_1999",-13.3084376148428,16.6915623851572,24.44
"280","lmer3b","R1","briere2_1999",0.278441919779045,30.278441919779,23.64
"281","lmer3b","R2","briere2_1999",-10.2743746851206,19.7256253148794,24.3
"282","lmer3b","R3","briere2_1999",-1.48228771648015,28.5177122835198,22.77
"283","lm3b","R1","briere2_1999",0.824464545119197,30.8244645451192,25.43
"284","lm3b","R2","briere2_1999",-11.0733721581382,18.9266278418618,24.31
"285","lm3b","R3","briere2_1999",-0.84705193501734,29.1529480649827,21.94
"286","gr4","R1","briere2_1999",-10.0383527729784,19.9616472270216,24.86
"287","gr4","R2","briere2_1999",-13.7310075829517,16.2689924170483,24.96
"288","gr4","R3","briere2_1999",-13.5757015289317,16.4242984710683,25.03
"289","gr5a","R1","briere2_1999",13.6706644981354,43.6706644981354,28.53
"290","gr5a","R2","briere2_1999",13.3037718007888,43.3037718007888,28.54
"291","gr5a","R3","briere2_1999",33.3587250373124,63.3587250373124,27.18
"292","gr5b","R1","briere2_1999",-10.5615010874901,19.4384989125099,25.52
"293","gr5b","R2","briere2_1999",1.11389749111031,31.1138974911103,23.72
"294","gr5b","R3","briere2_1999",-15.3071113674433,14.6928886325567,25.13
"295","gr6","R1","briere2_1999",6.09368184936188,36.0936818493619,30
"296","gr6","R2","briere2_1999",-13.933175436889,16.066824563111,24.29
"297","gr6","R3","briere2_1999",19.4924643064878,49.4924643064878,25.33
"298","gr7a","R1","briere2_1999",-19.8867226511342,10.1132773488658,23.95
"299","gr7a","R2","briere2_1999",-13.4648311655114,16.5351688344886,25.19
"300","gr7a","R3","briere2_1999",2.46205383527886,32.4620538352789,20.83
"301","gr7b","R1","briere2_1999",27.2827130135561,57.2827130135561,28.94
"302","gr7b","R2","briere2_1999",25.2954495844172,55.2954495844172,29.09
"303","gr7b","R3","briere2_1999",27.95466478284,57.95466478284,29.06
"304","gr7b05","R1","briere2_1999",-15.3151283509085,14.6848716490915,24.87
"305","gr7b05","R2","briere2_1999",-18.2610935666836,11.7389064333164,24.96
"306","gr7b05","R3","briere2_1999",-6.11738357667671,23.8826164233233,24.39
"307","lmer","R1","quadratic_2008",-11.0448432735612,2.28849005977214,22.83
"308","lmer","R2","quadratic_2008",-13.5197059233747,-0.186372590041373,22.85
"309","lmer","R3","quadratic_2008",-13.7495216957843,-0.416188362450949,22.85
"310","lm","R1","quadratic_2008",-10.7393083334445,2.59402499988879,22.85
"311","lm","R2","quadratic_2008",-13.0653433422072,0.267989991126171,22.86
"312","lm","R3","quadratic_2008",-14.2478756074845,-0.914542274151181,22.83
"313","lmer1","R1","quadratic_2008",-9.18785120689938,4.14548212643395,22.95
"314","lmer1","R2","quadratic_2008",-12.0253849912454,1.30794834208798,22.96
"315","lmer1","R3","quadratic_2008",-12.0980254112065,1.23530792212689,22.96
"316","lm1","R1","quadratic_2008",-8.64468294656455,4.68865038676879,22.96
"317","lm1","R2","quadratic_2008",-11.5969411382055,1.7363921951278,22.96
"318","lm1","R3","quadratic_2008",-13.1754657167385,0.157867616594849,22.95
"319","lmer2","R1","quadratic_2008",-8.12542559787597,5.20790773545736,23.05
"320","lmer2","R2","quadratic_2008",-10.0963840272164,3.23694930611698,23.04
"321","lmer2","R3","quadratic_2008",-9.55231039623348,3.78102293709986,23.08
"322","lm2","R1","quadratic_2008",-8.03572261542748,5.29761071790585,23.06
"323","lm2","R2","quadratic_2008",-9.75172787199769,3.58160546133564,23.03
"324","lm2","R3","quadratic_2008",-9.9462821621934,3.38705117113993,23.08
"325","lmer3a","R1","quadratic_2008",-5.59469575447364,7.7386375788597,23.04
"326","lmer3a","R2","quadratic_2008",-7.64672153704326,5.68661179629007,23.04
"327","lmer3a","R3","quadratic_2008",-8.11438193590728,5.21895139742606,23.01
"328","lm3a","R1","quadratic_2008",-6.88807331780426,6.44526001552908,23.09
"329","lm3a","R2","quadratic_2008",-6.50285648184991,6.83047685148343,23
"330","lm3a","R3","quadratic_2008",-7.99888602268799,5.33444731064534,23.03
"331","lmer3b","R1","quadratic_2008",-0.0774716115450005,13.2558617217883,22.66
"332","lmer3b","R2","quadratic_2008",-6.73496997255551,6.59836336077782,22.95
"333","lmer3b","R3","quadratic_2008",-4.52745851751278,8.80587481582056,22.59
"334","lm3b","R1","quadratic_2008",0.950393351544092,14.2837266848774,22.67
"335","lm3b","R2","quadratic_2008",-6.5028564818499,6.83047685148343,23
"336","lm3b","R3","quadratic_2008",-3.36354185013376,9.96979148319958,22.53
"337","gr4","R1","quadratic_2008",-8.08849512967233,5.24483820366101,23.11
"338","gr4","R2","quadratic_2008",-9.99827158822281,3.33506174511052,22.97
"339","gr4","R3","quadratic_2008",-10.0187957419289,3.31453759140442,23.08
"340","gr5a","R1","quadratic_2008",19.3758481725433,32.7091815058766,24.5
"341","gr5a","R2","quadratic_2008",18.8243933286009,32.1577266619343,24.22
"342","gr5a","R3","quadratic_2008",33.1779566474196,46.511289980753,23.15
"343","gr5b","R1","quadratic_2008",-4.74735397207399,8.58597936125934,22.9
"344","gr5b","R2","quadratic_2008",2.45710581920663,15.79043915254,22.6
"345","gr5b","R3","quadratic_2008",-7.26486362407426,6.06846970925907,23.39
"346","gr6","R1","quadratic_2008",3.9989085897293,17.3322419230626,30
"347","gr6","R2","quadratic_2008",-13.1019045710094,0.231428762323951,23.33
"348","gr6","R3","quadratic_2008",18.4940946924188,31.8274280257521,22.65
"349","gr7a","R1","quadratic_2008",-21.2982333789913,-7.96490004565792,24.57
"350","gr7a","R2","quadratic_2008",-10.3157369212354,3.01759641209796,23.14
"351","gr7a","R3","quadratic_2008",0.147216965758302,13.4805502990916,22.46
"352","gr7b","R1","quadratic_2008",29.0012069310955,42.3345402644288,30
"353","gr7b","R2","quadratic_2008",27.8437359411439,41.1770692744772,30
